,fit_time,fit_time,fit_time,fit_time,fit_time,fit_time,fit_time,fit_time,fit_time,score_time,score_time,score_time,score_time,score_time,score_time,score_time,score_time,score_time,test_score,test_score,test_score,test_score,test_score,test_score,test_score,test_score,test_score
estimator,Castor,DST,DrCif,Hydra,MrSeql,MultiRocket,UST,Rocket,z-time,Castor,DST,DrCif,Hydra,MrSeql,MultiRocket,UST,Rocket,z-time,Castor,DST,DrCif,Hydra,MrSeql,MultiRocket,UST,Rocket,z-time
MiddlePhalanxOutlineAgeGroup,2.472896556854248,1.7462195301055907,36.138202328,1.977549543380737,23.00732732,1.0970923614501955,0.8136804008483887,0.8009278202056885,1.360355806,0.5759146022796631,0.42625144004821774,176.58048216,0.5666192531585693,0.23838439,0.14004786491394042,0.2796408653259277,0.22148747444152833,0.395342112,0.7169140049140049,0.7131466011466012,0.7534774774,0.7244914004914005,0.70026208,0.7372285012285011,0.6779295659295659,0.7069058149058149,0.754479934
MiddlePhalanxOutlineCorrect,3.8697972202301023,2.4893342685699467,55.604293213999995,2.9769570636749263,31.87087297,1.7893390369415283,1.3238431262969972,1.0606412506103515,2.311600399,0.8197378253936767,0.6149069595336913,226.20009272,0.7892240905761719,0.267982864,0.18325901985168452,0.3644462394714355,0.2768975734710693,0.601667881,0.8513966480446928,0.8251559851861151,0.843554077,0.8408499152595569,0.780057749,0.8471244742953988,0.719419998744586,0.8606063649488419,0.747498588
MiddlePhalanxTW,2.5143846225738526,1.7775878524780275,41.66909726,1.9499258327484128,26.49120374,1.156647300720215,0.8241098403930665,0.7915192317962647,1.361476851,0.5895707798004151,0.4334278583526611,254.10539280000003,0.6135925579071044,0.29158287,0.14863380432128903,0.2698404502868652,0.2205051136016845,0.395754385,0.6047305487305488,0.5927436527436527,0.6181195742,0.6007502047502047,0.576740377,0.597995085995086,0.575020475020475,0.6073022113022113,0.614905815
MixedShapesRegularTrain,193.64559841156006,71.83110210418701,549.5098895799999,129.81400106430053,1609.342386,11.235084085464477,84.22859076499938,16.270945053100586,38.42040629,41.45231130599976,17.00552333831787,295.65618964,34.51048288345337,42.77048483,1.2781706619262694,20.769892024993897,3.3883063030242924,10.70496593,0.9937094017094019,0.9884444444444445,0.9778461536,0.992957264957265,0.978461538,0.9907008547008548,0.9704615384615384,0.9822905982905983,0.928547009
MixedShapesSmallTrain,121.35200392723084,61.64009027481079,478.71955066,113.20244063377382,1352.486169,9.316739368438721,71.35091817855835,13.903898925781252,33.13488064,29.55840320587158,14.745421752929687,266.52032766,30.604405508041385,36.23712244,1.134925413131714,18.236902933120728,2.9758544540405274,9.265906334,0.9914455445544552,0.9877227722772275,0.9751287127999999,0.9908118811881186,0.978613861,0.9888316831683166,0.9710891089108913,0.9801980198019802,0.916435644
MoteStrain,5.643827714920044,3.905241050720215,74.215312944,4.465444526672363,7.606046295,2.6515597915649414,1.9781875801086428,1.4946163749694825,3.844370937,1.1200078010559082,0.8827857303619384,118.9036916,1.096332902908325,0.152739,0.23079057693481442,0.49623323440551753,0.36189044952392574,0.9006917,0.9913546394935928,0.9918221398795739,0.9830199166,0.9910378261540836,0.961472904,0.9904116103134166,0.9618076269878031,0.9850696310020073,0.954410993
NonInvasiveFetalECGThorax1,190.4158675289154,68.87089138984679,784.28697002,127.5075608253479,5589.587596,15.041038999557495,73.88298273086548,17.41922770500183,45.02341852,37.37218451499939,15.788479585647583,1209.733401,31.77109771728516,69.08140602,1.4393392181396485,18.01438618659973,3.2676798248291012,12.44453578,0.9621779548472776,0.944116865869854,0.9406108898,0.956547144754316,0.950863214,0.9678618857901728,0.8636387782204515,0.9666932270916335,0.648605578
NonInvasiveFetalECGThorax2,139.65427001953125,69.4254989528656,738.66433192,124.43118238449097,4789.500141,14.827094640731811,70.22509693145751,17.366757850646973,43.813411,31.70228452682495,16.020564699172972,972.92723346,32.97264684677124,56.43940825,1.4372708225250244,17.543972215652467,3.2437267684936524,12.08265338,0.9655245683930944,0.9576095617529881,0.9539442232,0.9662151394422311,0.95750332,0.9708897742363878,0.9117662682602921,0.9727490039840637,0.729880478
OSULeaf,8.91039218902588,4.881306238174439,62.801391248,8.371146984100342,69.7700078,1.2302862453460695,3.386828088760376,1.269998607635498,3.784828329,2.4329764938354494,1.2743617916107177,160.15951855999998,2.3161694717407224,1.569057035,0.19758149147033685,1.073285961151123,0.4016094398498534,1.122241545,0.9809959141981613,0.9787844739530133,0.9027425948,0.9868743615934628,0.959244127,0.9764351378958122,0.9777936670071501,0.9692696629213484,0.853013279
OliveOil,4.245559740066528,0.9969738960266114,8.811768994400001,1.8934007072448729,11.57784033,0.32880439758300783,0.6928709888458252,0.3078855037689209,0.390926743,1.4235878372192383,0.3553693103790283,26.696993623999997,0.6904125881195069,0.187148333,0.0817334938049316,0.27026595115661617,0.16893948554992674,0.111106825,0.9233333333333332,0.9099999999999999,0.916666667,0.9166666666666666,0.916666667,0.9233333333333332,0.9266666666666665,0.9433333333333334,0.616666667
PhalangesOutlinesCorrect,81.28268307685852,8.474383821487427,212.44711963999998,9.138568944931029,152.3303518,6.819711456298828,4.2056951999664305,3.6749973583221434,6.97824316,3.7656849479675296,1.397172212600708,699.79765312,1.944349203109741,0.890742874,0.41828377723693844,0.7302008628845215,0.5261162376403808,1.672651815,0.8447695509961344,0.8091027002534584,0.8532772608,0.8363422680996276,0.771638135,0.8590715489288192,0.7424365999745126,0.8407102502017756,0.771250867
Phoneme,101.04673151016236,51.09219797134399,662.21161392,95.10887676239014,6727.415393,7.976810035705566,111.16760507583618,12.189616527557373,69.02647047,24.477340698242188,12.378737382888795,1743.085827,26.194197988510133,168.8023504,1.130842990875244,28.7408934879303,2.7338255882263183,19.21631732,0.518388625592417,0.4793364928909952,0.556398104,0.501611374407583,0.444075829,0.5145971563981042,0.391563981042654,0.41118483412322276,0.347393365
PigAirwayPressure,33.37652644157409,14.691369905471802,155.10508872,32.33447898864746,621.523064,1.9806238079071044,36.60955757141113,3.0910773563385012,12.7870522,8.316600332260132,3.7567519187927245,311.43713872,8.89263765335083,13.59287252,0.3914404773712158,9.884794921875,0.860711612701416,3.733158779,0.9852841781874039,0.9761904761904763,0.6286226316000001,0.9807270865335381,0.94234511,0.8565693804403482,0.9872401433691756,1.0,0.112442396
PigArtPressure,32.82396727561951,14.683950757980346,130.41243514,32.90019127845764,868.547416,1.8208155059814453,25.174085664749146,3.0973333644866945,10.87567039,8.359109516143798,3.758848657608032,226.47375734000002,8.57717580795288,14.69694371,0.3337386989593506,6.844741868972778,0.855938720703125,3.166353607,0.9961904761904762,0.9878033794162826,0.9749308755999999,0.9923604710701485,0.954941116,0.9582078853046596,0.9833179723502303,0.9878238607270866,0.420225294
PigCVP,32.64563617706299,14.730424432754514,152.66674654,31.776846923828124,866.5793318,1.9912609863281254,39.251843519210816,3.162618474960327,15.08422685,8.622258367538453,3.771746559143066,311.76218448,9.089049739837646,15.62810616,0.3819019794464111,9.921349697113037,0.8734263324737549,4.395085573,0.9872503840245777,0.9635125448028672,0.8331899642,0.9813927291346646,0.910240655,0.9147772657450076,0.9621402969790067,0.9530773169482846,0.285355863
Plane,4.537183084487915,1.0948413276672364,14.20305625,1.4849712944030764,5.855560207,0.5449917602539063,0.5632215690612793,0.4015993595123291,0.700305653,1.4176285171508787,0.3493860816955566,34.263381429999995,0.4989007091522216,0.107854271,0.09790274620056147,0.22912998199462892,0.18110918998718256,0.206925201,1.0,1.0,1.0,1.0,0.995238095,1.0,1.0,1.0,0.99047619
PowerCons,8.00788480758667,1.7339387226104737,23.946549668,3.0424499416351316,6.160490847,0.8229772472381592,0.948604793548584,0.6751943492889405,1.562921095,1.7732203483581543,0.49098504066467286,39.757331274,0.84898756980896,0.131915188,0.12835659980773922,0.35436661720275875,0.23597611427307125,0.49027009,0.9811111111111112,0.9911111111111112,0.9955555551999999,0.9761111111111113,0.913888889,0.9866666666666667,0.8638888888888889,0.9949999999999999,0.925
ProximalPhalanxOutlineAgeGroup,11.12270055770874,1.998286418914795,36.073520222,2.2331301116943356,18.00634794,1.2187202072143555,0.9796074104309083,0.8695141983032226,1.467794609,1.6663957500457762,0.45072165489196775,138.85364636,0.60304443359375,0.200268316,0.14546980857849118,0.3074723052978515,0.24325036048889154,0.414513588,0.8433057851239669,0.8171900826446281,0.8512396694,0.8482644628099173,0.814876033,0.8350413223140496,0.8099173553719009,0.8452892561983472,0.834710744
ProximalPhalanxOutlineCorrect,21.597772483825686,2.4857649040222167,52.68811676599999,3.1096243381500246,20.06217494,1.8579003810882568,1.3699352550506592,1.0891113567352295,2.2647542,2.1245674419403078,0.6033092403411866,192.35234018,0.8304618453979492,0.211950636,0.18721942901611327,0.38025153160095215,0.29579227447509765,0.552680063,0.9088958634109596,0.8637875839558093,0.8922427972,0.904618668005775,0.812585525,0.9021455024794426,0.8410746343606803,0.8911430544221958,0.824888582
ProximalPhalanxTW,11.716441469192505,1.9161488342285158,37.936722796,2.091071786880493,17.10761724,1.2178476524353026,0.8820620155334472,0.8633219528198243,1.459055185,1.6523585414886477,0.4515396595001221,165.54360338,0.5756057834625243,0.203040361,0.14473632812499995,0.27767951011657716,0.23499655723571777,0.413552189,0.8171900826446281,0.8161983471074381,0.8287603306,0.8251239669421487,0.804958678,0.8185123966942148,0.7834710743801653,0.8201652892561985,0.801652893
RefrigerationDevices,29.13807913780213,12.881760311126708,144.71861114,24.31681122779846,248.887073,2.3399602794647216,22.250946798324584,3.1885959243774415,12.58413534,7.227563657760621,3.241593914031983,251.95565062,6.925100240707397,9.034769917,0.3883064842224121,6.79083872795105,0.830349063873291,3.592725086,0.8800000000000001,0.6112,0.7882666668,0.8698666666666666,0.778666667,0.7914666666666668,0.8034666666666667,0.7794666666666668,0.628
Rock,11.852503366470337,4.94760365486145,33.357388988000004,11.793578920364379,57.28889804,0.9695909404754639,17.03793869972229,1.0517385387420652,2.404200029,3.254992828369141,1.3549272918701172,28.462246172,3.280375394821167,6.253086948,0.1925552654266357,4.760643720626831,0.39752465248107904,0.699097204,0.9314285714285715,0.9400000000000001,0.8828571428,0.9571428571428571,0.885714286,0.9428571428571428,0.9428571428571428,0.9200000000000002,0.785714286
ScreenType,25.061462993621824,12.828807621002198,148.90653998,24.129745054244996,273.8835424,2.22917498588562,20.942666807174685,3.0827192783355715,7.95629077,6.351813888549804,3.242656555175781,313.124727,7.523537034988403,6.095033979,0.34886934280395504,5.537734155654907,0.7987940502166748,2.299337244,0.7357333333333334,0.5413333333333334,0.7056,0.7368,0.712,0.7010666666666666,0.6370666666666667,0.6752,0.588
SemgHandGenderCh2,69.74556101799013,39.992396640777585,251.32197798,67.52727224349977,679.9539015,4.387916011810303,123.78374699592591,8.22270601272583,48.12188406,17.627619037628172,9.934389114379883,126.89837184000001,17.81159991264343,30.23974996,0.826322603225708,31.60325762748718,2.0318086528778077,13.8906383,0.9311111111111112,0.9475555555555555,0.9586666667999999,0.8906666666666668,0.881111111,0.9595555555555556,0.8620000000000001,0.9175555555555557,0.875555556
SemgHandMovementCh2,71.44899662971497,31.459566564559935,289.54709837999997,66.7482457447052,2265.402276,4.400390920639039,125.00797554016113,8.268970756530761,48.08575926,17.746819438934327,7.861900596618652,311.93922682000004,17.678950634002685,70.41174288,0.8301741123199463,32.88659231185913,2.0421252632141114,13.88474188,0.7035555555555556,0.7417777777777778,0.9039999997999999,0.5433333333333333,0.686666667,0.8195555555555556,0.47044444444444444,0.6315555555555555,0.6
SemgHandSubjectCh2,103.73422778129577,31.60527590751648,275.49539964,68.63446893692017,1676.205451,4.386771755218506,128.17906312942506,8.248759269714355,48.05619264,26.432566814422604,7.869492349624633,243.58541356,18.65530336380005,54.04582305,0.8264315605163575,31.960532598495483,2.0355906581878664,13.86719456,0.8813333333333334,0.9031111111111111,0.9455555556,0.8171111111111111,0.912222222,0.9444444444444444,0.7042222222222222,0.874,0.795555556
ShapeletSim,4.714701194763183,2.6284269618988034,21.78794323,4.696105308532714,10.83114963,0.7363755130767823,4.216706504821778,0.823454933166504,6.088801575,1.3376466464996337,0.7713897228240967,33.72762085,1.5248772239685058,0.509095907,0.16922716140747068,1.258015079498291,0.3251679325103759,1.786063719,1.0,1.0,1.0,0.999,0.72,1.0,1.0,1.0,1.0
ShapesAll,26.295394678115844,15.023593702316285,243.97519066,26.405866832733153,847.3900818,3.3728381156921388,12.967214202880859,3.6088993167877197,11.79409547,6.506817741394043,3.65685830116272,734.9517415600001,7.0676840400695795,8.782098198,0.4357295703887939,3.3797097206115723,0.8948196125030516,3.220963478,0.9758333333333334,0.9550000000000001,0.9156666666,0.966,0.9575,0.9685,0.8913333333333332,0.9478333333333335,0.596666667
SmallKitchenAppliances,24.92917223930359,12.568892374038697,137.56024514,24.75309411048889,95.26702027,2.1662392139434816,17.475494441986083,2.959832592010498,4.001837635,6.415302171707154,3.1756453609466555,187.57606984,6.768688516616821,3.746211386,0.3350372314453125,4.630210199356079,0.7980413246154785,1.144490242,0.8152000000000001,0.7365333333333333,0.8480000000000001,0.7837333333333334,0.832,0.8394666666666668,0.7322666666666666,0.7872000000000001,0.786666667
SmoothSubspace,0.33212933540344236,0.5021174335479737,12.46574647,0.2706705474853515,0.123509502,0.6397892761230468,0.24729803085327146,0.3171067237854004,0.389894676,0.16006549835205072,0.1578412818908691,54.237540248,0.14479084014892576,0.004845047,0.09277401924133297,0.13402640342712396,0.1345368671417236,0.138045216,0.9953333333333333,1.0,0.9913333332,0.9813333333333334,0.793333333,0.9926666666666668,0.3333333333333333,0.9933333333333334,0.966666667
SonyAIBORobotSurface1,2.708770627975464,1.8866555213928222,31.575708331999998,2.047202663421631,2.356087303,1.2583499717712403,0.9565672874450684,0.9309002113342286,2.061514235,0.5817062664031982,0.431644287109375,54.353628304,0.5876248455047607,0.06176815,0.14860157966613768,0.30238688468933106,0.2421430110931396,0.589361525,0.9983870967741936,0.9987096774193549,0.9932516132,1.0,0.979058065,1.0,0.9282090322580645,0.9993548387096775,0.958090323
SonyAIBORobotSurface2,3.3873116207122806,2.622683181762695,50.310694886,2.605573120117188,3.51260581,1.9798095607757566,1.3560247993469239,1.1886569690704345,3.281130028,0.7163784217834472,0.575783338546753,95.38238328,0.7245572471618653,0.097599649,0.19757082939147944,0.3540190696716308,0.29320098876953116,0.840004063,0.9981632653061224,0.9965306122448979,0.9881632652000001,0.9979591836734695,0.97244898,0.9985714285714288,0.9475510204081633,0.9973469387755103,0.940816327
StarLightCurves,607.0320468997955,275.4480178165436,1637.8726906,424.2137312793731,2849.808435,89.65609301567078,263.51003727912905,94.48589635848998,66.87689691,113.05789677619934,52.65785159111023,395.48424592000003,95.13030087471009,88.16030836,3.1332385826110842,52.52406373023987,10.371647968292237,17.6089457,0.9818753940518965,0.9790816627876726,0.982069883,0.9801862620324991,0.982568199,0.9833477711604404,0.9444999613272488,0.9768296195773185,0.968600421
Strawberry,9.52746989250183,6.16112943649292,92.258012838,9.626647138595581,35.30252733,2.158104963302612,3.393792934417725,1.8465563201904296,4.340972376,2.3525305652618407,1.4955475902557374,105.10405842,2.6260099029541015,0.662556839,0.24063475608825677,1.031638469696045,0.46646301269531254,1.126068306,0.9792416865223247,0.9774184191443075,0.9751704134000001,0.9796467419455093,0.977633896,0.9833067440174039,0.973338858385994,0.9869574225629337,0.916637315
SwedishLeaf,6.059680185317993,4.706678113937378,79.655692476,5.4233832263946535,68.68397479,2.4364711093902587,2.6619042110443116,1.5731809329986572,4.370606422,1.3641721534729006,1.0383982467651367,296.49492556,1.3710692405700684,0.995840168,0.24837500572204588,0.7068811321258546,0.4047844791412354,1.12729001,0.9857777777777779,0.9754666666666669,0.9701333336,0.9836444444444445,0.955555556,0.9802666666666667,0.8972444444444445,0.9760000000000002,0.803555556
Symbols,17.80343297958374,10.064089460372925,120.2529601,18.03432364463806,67.66475229,2.533212299346924,8.690538578033447,2.5578168201446534,6.4234653,4.348818016052246,2.484636869430542,53.213101355999996,4.855228404998779,1.714818192,0.30925660133361815,2.198522758483887,0.6585239887237548,1.761624289,0.9937254901960785,0.9921568627450978,0.9898039212,0.9950980392156863,0.993137255,0.9941176470588236,0.9892156862745098,0.9933333333333334,0.973529412
SyntheticControl,1.9242493152618407,1.753583736419678,30.958694830000002,1.4761052227020264,7.697351408,1.2309392929077148,0.8523154354095459,0.8508399200439453,2.218794966,0.43888436317443846,0.37391358375549316,86.38193839,0.46271855354309077,0.150746775,0.15449491500854493,0.2622835636138916,0.22409878730773922,0.643908739,0.9946666666666667,0.9940000000000001,0.9973333334,0.969,0.983333333,0.9950000000000001,0.492,1.0,0.985
ToeSegmentation1,3.763566513061524,2.05352502822876,25.254203712,3.77863130569458,6.440578985,0.7343020343780517,1.5249015522003173,0.6815551471710205,2.195616341,1.0532007122039795,0.6204414367675781,54.860269362,1.1257438659667969,0.22523942,0.14027956962585447,0.5291053676605225,0.2638162326812744,0.683812714,0.9740740740740741,0.9710412299091544,0.9476729561999999,0.9814814814814816,0.970090846,0.9745911949685535,0.9762683438155138,0.9834241788958769,0.884346611
ToeSegmentation2,2.893400077819824,1.6175361919403077,17.413152865999997,2.8541749477386475,3.813876724,0.5605510425567627,1.582910919189453,0.5012705802917481,1.34614172,0.9501729011535645,0.5025459098815918,38.049784312,0.9082357978820801,0.149234009,0.12225097656249995,0.5384071922302246,0.24521803855895996,0.423362207,0.9855258467023175,0.9757575757575758,0.9122281642000001,0.989162210338681,0.975935829,0.972192513368984,0.9605347593582888,0.9759358288770054,0.843672014
Trace,2.809563159942627,1.5768582820892334,16.81029905,3.1107599258422853,9.048425293,0.586279525756836,1.5910446166992187,0.514095287322998,1.427658129,0.8230032825469971,0.5044643402099609,22.852806516,0.8827363967895507,0.220605898,0.13037646293640134,0.6258607101440429,0.2132979583740234,0.428556442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TwoLeadECG,5.0722970676422126,3.369391527175903,63.466736898,4.018531074523926,5.557038498,2.407551565170288,2.4050734710693358,1.4709169483184814,3.377170181,1.0317068481445313,0.7609011268615722,59.747385980000004,1.0450381660461425,0.128234625,0.21855813980102537,0.4710838413238525,0.3478661823272705,0.823109674,1.0,0.9991379310344828,0.9993103447999999,1.0,1.0,1.0,1.0,1.0,0.993114548
TwoPatterns,40.053101797103885,28.409822101593015,402.06575316,28.396115684509276,540.9353295,20.001339693069458,15.368897304534912,13.413332214355469,24.30458779,5.008072681427002,3.770189094543457,611.9532136199999,4.854521055221558,5.667320776,0.8989065551757813,2.3774265384674074,1.1849085998535158,6.567559099,1.0,1.0,1.0,0.9991999999999999,0.9998,1.0,0.7604,1.0,0.9736
UMD,1.434053964614868,0.9258852481842041,13.696277704,1.3360723209381105,5.575154591,0.49860711097717286,0.6421520328521728,0.36205159187316893,0.772182465,0.46959951400756833,0.31028964042663565,42.185433454,0.4826250743865967,0.092875576,0.08739340782165524,0.24836075782775877,0.16812228202819818,0.229323006,0.9944444444444442,0.9944444444444442,0.994444444,0.9944444444444442,0.988888889,0.9944444444444442,0.9377777777777776,0.9944444444444442,0.977777778
UWaveGestureLibraryAll,252.95361634254454,103.18955986976623,936.06447704,186.47845806121828,5890.711634,20.933610458374027,119.38208333969115,26.374374351501466,54.53219533,51.62803658485412,23.436108388900756,658.49924328,46.46174919128418,125.3076941,1.904463176727295,28.998028202056883,4.817077379226684,15.18869772,0.9874483739026338,0.9889235833998402,0.9826709398,0.984097865123703,0.960026686,0.9911135774142059,0.7346120311252993,0.9882986332801277,0.744751097
UWaveGestureLibraryX,73.14135087013244,41.58542821884156,586.66440284,60.20309754371643,2086.414183,18.37810293197632,24.45298942565918,13.706773786544801,19.80225697,14.004364423751833,8.012232904434203,1351.185189,14.432730178833008,26.82727642,1.001881341934204,5.067883548736573,1.846229667663574,4.842736626,0.8987942438148444,0.8889224860335195,0.8760184556,0.8898174880287311,0.849926925,0.9041058459696728,0.5212125897845171,0.8773991420590583,0.749669294
UWaveGestureLibraryY,136.47394065856935,41.3849688911438,615.0438923199999,61.94186438560486,2593.111655,18.472725811004644,25.150359592437745,13.754082803726197,19.17065587,18.00138849258423,8.026058902740479,1640.0505322000001,13.990464811325074,29.76168556,1.0173276138305662,4.930186586380005,1.8552713203430176,4.623663712,0.8548929569034318,0.8189349062250599,0.8290316242,0.8355107741420589,0.774897496,0.8597113926576216,0.4567654628890662,0.8129063248204311,0.652086742
UWaveGestureLibraryZ,75.19055934906007,42.83147844314575,605.07730128,61.908483543395995,2213.559383,18.2444259929657,25.167715349197387,13.777427940368653,19.65633087,14.22769660949707,8.122567300796508,1510.5812216,14.870226688385008,26.6156363,0.9732653713226318,5.002274618148804,1.8493869590759278,4.789778757,0.8536840083798882,0.8324263268156425,0.8429239326,0.8399725159616919,0.794325619,0.8631973264166002,0.49111302873104545,0.8208100558659218,0.687802275
Wafer,101.02676997184753,63.54590187072754,598.84381668,63.976261949539186,41.36799912,46.08891337394714,34.49440755844116,31.079302797317506,27.65137739,9.709188146591185,6.489146366119385,45.38455417,9.052145805358887,1.485750961,1.2243021488189698,3.5706784057617185,1.6481997203826904,5.550804853,1.0,1.0,0.9999720670000001,1.0,0.999441731,1.0,1.0,0.9998325191905095,0.999581201
Wine,1.292629804611206,0.8688052463531495,10.526855617999999,1.2438349628448486,4.350165701,0.3528678798675537,0.4211174201965332,0.3041976070404052,0.376507187,0.447511978149414,0.3045569324493408,40.091100212,0.4804888916015625,0.061495876,0.060647296905517525,0.2426220703125,0.16341898918151854,0.105708265,0.9824505928853753,0.8221343873517786,0.9890909092000001,0.980395256916996,0.963636364,0.9709090909090909,0.9927272727272728,0.9945454545454545,0.801185771
WordSynonyms,21.69491292953491,6.48248480796814,151.14881496,10.582676219940186,260.0925258,2.072572374343872,3.4146400928497314,1.8262021350860596,3.432119083,4.283434610366821,1.633029079437256,568.79897628,2.997353515625,3.677244139,0.24890029907226557,0.967021894454956,0.4773192691802978,0.916911554,0.8870718232044199,0.8755801104972376,0.8198895028,0.8623204419889504,0.741436464,0.8786740331491713,0.38740331491712704,0.8700552486187846,0.475138122
Worms,22.3832333278656,6.0459761142730715,55.535477512,11.17181028366089,88.33927979,1.1059551620483399,7.513070459365845,1.3455310916900636,5.429375935,6.313549499511718,1.611256923675537,108.11537455999999,3.2324261569976804,2.648653269,0.21259435653686518,2.2626577281951907,0.4380661582946777,1.615089607,0.7717194570135748,0.7178129713423831,0.7630467572,0.7957767722473605,0.752187029,0.744238310708899,0.7173303167420814,0.7451734539969834,0.604977376
WormsTwoClass,22.8565309715271,5.818333292007447,50.002708826,12.46715817451477,35.9729538,1.0916700744628907,7.01408899307251,1.366514253616333,5.424809265,6.514027080535888,1.5456116390228272,68.669985708,3.499675416946411,1.823888731,0.20848040580749508,1.9685000419616698,0.43256834030151364,1.607089567,0.804630467571644,0.7850829562594269,0.8076772246000001,0.8257013574660634,0.716892911,0.7964555052790346,0.7862745098039217,0.7590799396681749,0.732503771
Yoga,71.58976733207703,38.33068968772888,426.66273573999996,56.95331727981568,796.7461105,10.46944193840027,23.699598255157472,10.077208099365233,20.76849937,14.33471954345703,8.360404348373413,512.6376465,14.3618558883667,9.762441921,0.8552368068695069,5.70659725189209,1.7950929737091066,5.608230448,0.9907272727272727,0.9873333333333333,0.9662424244000001,0.9898787878787878,0.953939394,0.9904848484848486,0.9458787878787879,0.9831515151515152,0.873636364
